日期,物料编码,需求量,销售单价,周
2020-01-16,6004020374,4,267.45025,55
2020-01-16,6004020375,1,317.438974358974,55
2020-01-16,6004020375,1,317.438974358974,55
2020-01-16,6004020375,1,317.438974358974,55
2020-01-16,6004020375,1,317.438974358974,55
2020-01-16,6004020493,2,734.215,55
2020-01-16,6004020502,1,289.132941176471,55
2020-01-16,6004020502,1,289.132941176471,55
2020-01-16,6004020502,1,289.132941176471,55
2020-01-16,6004020503,6,222.138651685393,55
2020-01-16,6004020504,1,3664.54,55
2020-01-16,6004020637,1,592.58,55
2020-01-16,6004020637,1,592.58,55
2020-01-16,6004100008,1,1755.55875,55
2020-01-16,6004100008,2,1755.55875,55
2020-01-16,6004020714,2,552.482,55
2020-01-16,6004020715,1,1025.187,55
2020-01-16,6004020715,1,1025.19,55
2020-01-16,6004020715,1,1025.19,55
2020-01-16,6004020763,2,8523.94764705882,55
2020-01-16,6004020784,2,7250.65,55
2020-01-16,6004020847,2,2107.69,55
2020-01-16,6004020849,3,2973.18,55
2020-01-16,6004020859,6,2809.773,55
2020-01-16,6004020900,1,6352.408,55
2020-01-16,6004020921,4,2347.92916666667,55
2020-01-16,6004020972,1,4759.84888888889,55
2020-01-16,6004020072,1,129.525,55
2020-01-16,6004020072,1,129.525,55
2020-01-16,6004020080,1,3834.48727272727,55
2020-01-16,6004020080,1,3834.48727272727,55
2020-01-16,6004020080,1,3834.48727272727,55
2020-01-16,6004020141,2,226.422222222222,55
2020-01-16,6004020141,2,224.901428571429,55
2020-01-16,6004020141,1,226.422222222222,55
2020-01-16,6004020141,1,226.422222222222,55
2020-01-16,6004020371,1,1063.15,55
2020-01-16,6004020372,1,3315.97058823529,55
2020-01-16,6004020372,1,3315.97058823529,55
2020-01-16,6004020374,1,268.786157844496,55
2020-01-16,6004020374,1,268.786157844496,55
2020-01-16,6004020493,1,734.215,55
2020-01-16,6004020493,1,734.21,55
2020-01-16,6004020503,3,222.138651685393,55
2020-01-16,6004020514,1,5178.30196511636,55
2020-01-16,6004020656,2,72.32725,55
2020-01-16,6004020656,4,72.32725,55
2020-01-16,6004020664,4,3388.30833333333,55
2020-01-16,6004020667,1,4086.34,55
2020-01-16,6004020668,1,4102.07071428571,55
2020-01-16,6004020768,4,6313.16,55
2020-01-16,6004020848,1,3610.0825,55
2020-01-16,6004020855,1,2966.036,55
2020-01-16,6004020900,2,6352.408,55
2020-01-16,6004020905,2,4410.30555555556,55
2020-01-16,6004100008,2,1755.55875,55
2020-01-16,6004020072,1,137.692466666667,55
2020-01-16,6004020372,1,3315.97058823529,55
2020-01-16,6004020372,1,3315.97058823529,55
2020-01-16,6004020374,1,268.786157844496,55
2020-01-16,6004020493,1,734.21,55
2020-01-17,6004020918,1,2266.462,55
2020-01-19,6004010207,7,939.48129719564,55
2020-01-19,6004010207,13,939.48129719564,55
2020-01-19,6004010229,5,1236.77941176471,55
2020-01-19,6004020418,1,917.469,55
2020-01-19,6004020887,2,2179.266,55
2020-01-19,6004020918,7,2266.462,55
2020-01-19,6004020920,2,2276.49909090909,55
2020-01-19,6004020922,1,2308.822,55
2020-01-19,6004010254,2,1230.25376460164,55
2020-01-21,6004010290,21,2976.4,56
2020-02-12,6004020417,1,534.944285714286,59
2020-02-12,6004020918,2,2266.462,59
2020-02-12,6004020922,1,2308.822,59
2020-02-12,6004100008,1,1755.55875,59
2020-02-12,6004020418,1,917.469,59
2020-02-12,6004020887,1,2179.266,59
2020-02-13,6004020418,1,917.469,59
2020-02-13,6004020887,1,2179.266,59
2020-02-17,6004010174,21,1405.68333351788,60
2020-02-17,6004020768,1,6313.16,60
2020-02-18,6004010256,3,1480.31410102098,60
2020-02-18,6004010256,4,1480.31410102098,60
2020-02-18,6004020918,1,2256.39612745492,60
2020-02-18,6004100008,1,1755.55875,60
2020-02-19,6004020785,2,6848.746,60
2020-02-19,6004020664,1,3388.30833333333,60
2020-02-19,6004020637,1,593.36,60
2020-02-19,6004020637,1,593.36,60
2020-02-19,6004020637,1,593.36,60
2020-02-19,6004020418,1,917.469,60
2020-02-20,6004020905,1,4410.30555555556,60
2020-02-24,6004100008,2,1755.55875,61
2020-02-24,6004010256,2,1480.31410102098,61
2020-02-25,6004020418,1,917.469090909091,61
2020-02-25,6004020418,1,917.469090909091,61
2020-02-25,6004020887,2,2179.266,61
2020-02-25,6004020887,2,2179.266,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020375,2,317.438974358974,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020375,1,317.438974358974,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020504,2,3664.54,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020504,1,3664.54,61
2020-02-26,6004020714,2,552.482,61
2020-02-26,6004020374,3,267.45025,61
2020-02-26,6004020503,6,222.138651685393,61
2020-02-26,6004020503,2,222.138651685393,61
2020-02-26,6004020840,1,695.590769230769,61
2020-02-26,6004020841,3,168.43,61
2020-02-27,6004010229,14,1236.77941176471,61
2020-02-27,6004010248,58,992.638214285714,61
2020-02-27,6004020918,2,2266.462,61
2020-02-27,6004020918,2,2266.462,61
2020-02-27,6004020919,1,2266.09264705882,61
2020-02-28,6004020372,1,3315.97058823529,61
2020-02-28,6004020418,1,917.469090909091,61
2020-02-28,6004020656,2,72.32725,61
2020-02-28,6004020656,2,72.32725,61
2020-02-28,6004020847,2,2107.69,61
2020-02-28,6004020849,2,2995.95,61
2020-02-28,6004020849,2,2995.95,61
2020-02-28,6004020859,1,2797.18116715461,61
2020-02-28,6004020859,2,2785.9025,61
2020-02-28,6004020887,1,2179.266,61
2020-02-28,6004020900,2,6352.4075,61
2020-02-28,6004020900,2,6352.4075,61
2020-02-28,6004020905,1,4410.30555555556,61
2020-02-28,6004020922,1,2308.822,61
2020-02-28,6004020972,2,4735.26181818182,61
2020-02-28,6004020418,1,917.469090909091,61
2020-02-28,6004020847,1,2112.17222222222,61
2020-02-28,6004020847,1,2112.17222222222,61
2020-02-28,6004020921,4,2347.92916666667,61
2020-02-28,6004020921,4,2347.92916666667,61
2020-02-28,6004020849,1,2995.95,61
2020-02-28,6004020887,1,2179.266,61
2020-02-28,6004020918,2,2256.39612745492,61
2020-02-28,6004020918,7,2266.462,61
2020-02-28,6004020920,1,2276.49909090909,61
2020-02-28,6004020922,1,2308.822,61
2020-03-02,6004020418,1,917.469090909091,62
2020-03-02,6004020418,1,917.469090909091,62
2020-03-02,6004020887,2,2203.41733333333,62
2020-03-02,6004020887,1,2203.41733333333,62
2020-03-02,6004010256,1,1480.31410102098,62
2020-03-03,6004020372,1,3315.97058823529,62
2020-03-03,6004020372,3,3315.97058823529,62
2020-03-03,6004020418,1,917.469090909091,62
2020-03-03,6004020418,1,917.469090909091,62
2020-03-03,6004020810,1,7421.255,62
2020-03-03,6004020887,1,2203.41733333333,62
2020-03-03,6004020887,2,2203.41733333333,62
2020-03-03,6004020887,1,2203.41733333333,62
2020-03-03,6004020918,3,2266.462,62
2020-03-03,6004020919,1,2266.09264705882,62
2020-03-03,6004020920,2,2276.49909090909,62
2020-03-03,6004010116,2,704.603180904238,62
2020-03-03,6004020418,1,917.469090909091,62
2020-03-03,6004020918,1,2256.39612745492,62
2020-03-03,6004020922,1,2308.822,62
2020-03-03,6004020811,1,7085.06,62
2020-03-03,6004020905,1,4410.30555555556,62
2020-03-03,6004020374,1,267.45025,62
2020-03-04,6004020418,1,917.469090909091,62
2020-03-04,6004020887,1,2203.41733333333,62
2020-03-04,6004020887,1,2203.41733333333,62
2020-03-04,6004100008,4,1755.55875,62
2020-03-05,6004020622,4,367.9214,62
2020-03-05,6004020887,1,2203.41733333333,62
2020-03-05,6004100008,1,1755.555,62
2020-03-05,6004010207,8,980.586,62
2020-03-05,6004020514,1,5182.57755164998,62
2020-03-05,6004020514,1,5182.57755164998,62
2020-03-06,6004020418,1,917.469090909091,62
2020-03-06,6004020855,1,2895.988,62
2020-03-06,6004020887,2,2203.41733333333,62
2020-03-06,6004020887,1,2203.41733333333,62
2020-03-06,6004100008,1,1755.555,62
2020-03-06,6004010229,2,1249.0625,62
2020-03-06,6004010280,1,1885.15,62
2020-03-06,6004020374,4,267.45025,62
2020-03-06,6004020374,4,267.45025,62
2020-03-06,6004020375,1,317.438974358974,62
2020-03-06,6004020375,1,317.438974358974,62
2020-03-06,6004020375,1,317.438974358974,62
2020-03-06,6004020418,1,917.41962962963,62
2020-03-06,6004020502,1,289.132941176471,62
2020-03-06,6004020503,9,222.138651685393,62
2020-03-06,6004020503,3,222.138651685393,62
2020-03-06,6004020504,1,3664.54,62
2020-03-06,6004020504,1,3664.54,62
2020-03-06,6004020622,3,367.9214,62
2020-03-06,6004020664,1,3388.30833333333,62
2020-03-06,6004020714,1,552.482,62
2020-03-06,6004020847,2,2112.17222222222,62
2020-03-06,6004020918,1,2266.462,62
2020-03-06,6004020374,1,268.786157844496,62
2020-03-06,6004020374,1,268.786157844496,62
2020-03-06,6004020375,1,317.438974358974,62
2020-03-06,6004020502,1,289.132941176471,62
2020-03-06,6004020503,1,222.138651685393,62
2020-03-06,6004020715,1,1025.187,62
2020-03-06,6004020852,4,2258.89769627888,62
2020-03-06,6004020865,1,3668.94815766173,62
2020-03-06,6004020918,2,2266.462,62
2020-03-06,6004020972,2,4735.26181818182,62
2020-03-06,6004100008,1,1755.555,62
2020-03-06,6004020503,8,222.138651685393,62
2020-03-06,6004020504,1,3664.54,62
2020-03-06,6004020921,4,2347.92916666667,62
2020-03-06,6004020072,1,129.525,62
2020-03-06,6004020141,2,226.422222222222,62
2020-03-06,6004020493,1,734.21,62
2020-03-06,6004020493,1,734.21,62
2020-03-06,6004020505,1,796.727,62
2020-03-06,6004020656,2,72.32725,62
2020-03-06,6004020847,2,2112.17222222222,62
2020-03-06,6004020847,2,2112.17222222222,62
2020-03-06,6004020849,2,2974.234,62
2020-03-06,6004020849,2,2974.234,62
2020-03-06,6004020849,1,2974.234,62
2020-03-06,6004020900,2,6352.4075,62
2020-03-06,6004020900,2,6352.4075,62
2020-03-06,6004020905,1,4410.30555555556,62
2020-03-06,6004020921,2,2365.18176470588,62
2020-03-07,6004020859,1,2797.18116715461,62
2020-03-07,6004020865,1,3668.94815766173,62
2020-03-07,6004020921,2,2365.18176470588,62
2020-03-07,6004020972,2,4735.26181818182,62
2020-03-07,6004020141,2,226.422222222222,62
2020-03-07,6004020372,1,3315.97058823529,62
2020-03-07,6004020656,2,72.32725,62
2020-03-07,6004020921,4,2365.18176470588,62
2020-03-07,6004020972,2,4762.39272727273,62
2020-03-09,6004010256,1,1496.08884955521,63
2020-03-10,6004020418,2,917.41962962963,63
2020-03-10,6004020763,1,8523.37833333333,63
2020-03-10,6004020418,2,917.41962962963,63
2020-03-10,6004020418,1,917.41962962963,63
2020-03-10,6004020887,1,2203.41733333333,63
2020-03-10,6004020918,1,2266.462,63
2020-03-10,6004020418,2,917.41962962963,63
2020-03-10,6004020918,1,2266.462,63
2020-03-10,6004020922,1,2308.822,63
2020-03-10,6004010256,1,1480.31410102098,63
2020-03-10,6004010256,3,1480.31410102098,63
2020-03-11,6004020072,2,129.525,63
2020-03-11,6004020141,2,226.422222222222,63
2020-03-11,6004020375,1,317.438974358974,63
2020-03-11,6004020375,1,317.438974358974,63
2020-03-11,6004020493,1,734.21,63
2020-03-11,6004020503,2,222.138651685393,63
2020-03-11,6004020503,2,222.138651685393,63
2020-03-11,6004020504,1,3664.54,63
2020-03-11,6004020504,1,3664.54,63
2020-03-11,6004020505,2,807.622,63
2020-03-11,6004020622,2,367.9214,63
2020-03-11,6004020840,1,694.95,63
2020-03-11,6004020840,1,695.590769230769,63
2020-03-11,6004020841,3,168.43,63
2020-03-11,6004020841,4,168.43,63
2020-03-11,6004020849,3,2974.234,63
2020-03-11,6004020855,2,2895.988,63
2020-03-11,6004020859,6,2814.68357142857,63
2020-03-11,6004020859,3,2814.68357142857,63
2020-03-11,6004020859,1,2814.68357142857,63
2020-03-11,6004020900,2,6344.762,63
2020-03-11,6004020905,3,4410.306,63
2020-03-11,6004020656,4,72.32725,63
2020-03-11,6004020063,1,2659.73,63
2020-03-11,6004020656,2,72.32725,63
2020-03-11,6004020763,3,8499.96052631579,63
2020-03-11,6004020763,1,8499.96052631579,63
2020-03-11,6004020810,1,7421.25555555556,63
2020-03-11,6004020848,1,3611.35,63
2020-03-11,6004020849,2,2974.234,63
2020-03-11,6004020857,1,2313.76619815688,63
2020-03-11,6004020859,7,2785.9025,63
2020-03-11,6004020859,1,2785.9025,63
2020-03-11,6004020900,2,6344.762,63
2020-03-11,6004020905,1,4420.740625,63
2020-03-11,6004020905,2,4420.740625,63
2020-03-11,6004020922,1,2331.275,63
2020-03-11,6004020972,2,4735.26181818182,63
2020-03-11,6004020922,3,2331.275,63
2020-03-12,6004010256,1,1480.31410102098,63
2020-03-12,6004010256,1,1480.31410102098,63
2020-03-12,6004010207,10,939.48129719564,63
2020-03-12,6004010280,36,1876.25181818182,63
2020-03-12,6004010280,4,1876.25181818182,63
2020-03-12,6004020373,5,526.56184000912,63
2020-03-12,6004020374,1,268.786157844496,63
2020-03-12,6004020374,4,267.45025,63
2020-03-12,6004020417,1,536.918708403437,63
2020-03-12,6004020504,1,3664.54,63
2020-03-12,6004020622,2,367.9214,63
2020-03-12,6004020714,2,552.482,63
2020-03-12,6004020715,1,1025.187,63
2020-03-12,6004010229,2,1249.0625,63
2020-03-12,6004010250,6,38.4349130434783,63
2020-03-12,6004020418,2,917.41962962963,63
2020-03-12,6004020503,2,222.138651685393,63
2020-03-12,6004020503,9,222.138651685393,63
2020-03-12,6004020375,1,317.438974358974,63
2020-03-12,6004020375,1,317.438974358974,63
2020-03-12,6004020418,1,917.41962962963,63
2020-03-12,6004020622,4,367.9214,63
2020-03-12,6004010289,13,1105.494,63
2020-03-12,6004020887,1,2206.57791666667,63
2020-03-12,6004020887,1,2206.57791666667,63
2020-03-13,6004010207,8,980.586,63
2020-03-13,6004010207,40,980.586,63
2020-03-13,6004010229,8,1249.0625,63
2020-03-13,6004020176,1,954.91,63
2020-03-13,6004020797,1,5399.865,63
2020-03-13,6004010250,32,38.4349130434783,63
2020-03-13,6004010203,2,1020.077,63
2020-03-13,6004010203,2,1020.077,63
2020-03-13,6004020922,1,2331.275,63
2020-03-13,6004020372,1,3315.97058823529,63
2020-03-13,6004020972,1,4762.39272727273,63
2020-03-13,6004020656,4,72.32725,63
2020-03-13,6004020657,1,560.43,63
2020-03-13,6004020797,3,5399.865,63
2020-03-13,6004020847,1,2112.17222222222,63
2020-03-13,6004020849,1,2974.234,63
2020-03-13,6004020849,1,2974.234,63
2020-03-13,6004020855,1,2895.988,63
2020-03-13,6004020859,2,2785.9025,63
2020-03-13,6004020859,1,2814.68357142857,63
2020-03-13,6004020900,2,6344.762,63
2020-03-13,6004020921,2,2365.18176470588,63
2020-03-13,6004100008,1,1755.555,63
2020-03-13,6004100008,1,1755.555,63
2020-03-13,6004100008,1,1755.555,63
2020-03-14,6004020072,1,129.525,63
2020-03-14,6004020141,2,226.422222222222,63
2020-03-14,6004020372,1,3315.97058823529,63
2020-03-14,6004020374,1,268.786157844496,63
2020-03-14,6004020375,1,317.438974358974,63
2020-03-14,6004020417,1,534.944285714286,63
2020-03-14,6004020493,1,734.21,63
2020-03-14,6004020503,1,222.138651685393,63
2020-03-14,6004020505,1,807.622,63
2020-03-14,6004020622,2,367.9214,63
2020-03-14,6004020656,1,72.3825806451613,63
2020-03-14,6004020656,1,72.3825806451613,63
2020-03-14,6004020715,1,1025.187,63
2020-03-14,6004020811,1,7119.98860273288,63
2020-03-14,6004020847,1,2112.17222222222,63
2020-03-14,6004020849,1,2974.234,63
2020-03-14,6004020850,1,3572.31,63
2020-03-14,6004020855,1,2895.988,63
2020-03-14,6004020900,2,6344.762,63
2020-03-14,6004020918,1,2256.39612745492,63
2020-03-14,6004020920,1,2275.39727198999,63
2020-03-14,6004020922,1,2331.275,63
2020-03-14,6004100008,1,1755.555,63
2020-03-14,6004020656,4,72.3825806451613,63
2020-03-14,6004020811,1,7119.98860273288,63
2020-03-14,6004020859,1,2792.63864902636,63
2020-03-14,6004020900,2,6344.762,63
2020-03-14,6004020905,1,4420.740625,63
2020-03-14,6004020921,2,2365.18176470588,63
2020-03-14,6004020972,1,4762.39272727273,63
2020-03-16,6004020080,1,3962.67,64
2020-03-16,6004020080,1,3962.67,64
2020-03-16,6004020141,2,226.422222222222,64
2020-03-16,6004020141,2,226.422222222222,64
2020-03-16,6004020493,1,734.21,64
2020-03-16,6004020493,1,734.21,64
2020-03-16,6004020637,1,593.36,64
2020-03-16,6004020637,1,593.36,64
2020-03-16,6004020656,2,72.3825806451613,64
2020-03-16,6004020656,2,72.3825806451613,64
2020-03-16,6004020922,6,2331.275,64
2020-03-16,6004010174,16,1405.68333351788,64
2020-03-16,6004010174,2,1405.68333351788,64
2020-03-16,6004010174,13,1405.68333351788,64
2020-03-16,6004010174,19,1405.68333351788,64
2020-03-16,6004010290,1,2780.43666666667,64
2020-03-16,6004010290,5,2780.43666666667,64
2020-03-16,6004010290,44,2780.43666666667,64
2020-03-16,6004020080,2,3962.67,64
2020-03-16,6004020847,4,2112.17222222222,64
2020-03-16,6004020863,1,2473.48,64
2020-03-16,6004020918,12,2261.60730769231,64
2020-03-16,6004020919,1,2266.09264705882,64
2020-03-16,6004020920,3,2276.49909090909,64
2020-03-16,6004020921,7,2365.18176470588,64
2020-03-16,6004100008,6,1755.555,64
2020-03-16,6004010256,1,1541.68333333333,64
2020-03-16,6004010256,1,1480.31410102098,64
2020-03-17,6004020622,2,367.9214,64
2020-03-17,6004020080,1,3962.67,64
2020-03-17,6004020080,1,3962.67,64
2020-03-17,6004020141,2,226.422222222222,64
2020-03-17,6004020141,2,226.422222222222,64
2020-03-17,6004020493,1,734.21,64
2020-03-17,6004020493,1,734.21,64
2020-03-17,6004020637,1,593.36,64
2020-03-17,6004020637,1,593.36,64
2020-03-17,6004020656,2,72.3825806451613,64
2020-03-17,6004020656,2,72.3825806451613,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020418,4,917.41962962963,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020715,1,1024.99636363636,64
2020-03-17,6004020715,1,1024.99636363636,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020715,1,1025.187,64
2020-03-17,6004020887,5,2206.57791666667,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020503,1,222.138651685393,64
2020-03-17,6004020715,1,1024.99636363636,64
2020-03-17,6004020715,1,1024.99636363636,64
2020-03-17,6004020715,1,1024.99636363636,64
2020-03-17,6004020374,1,267.45025,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020503,3,222.138651685393,64
2020-03-17,6004020504,1,3664.54,64
2020-03-17,6004020622,2,367.9214,64
2020-03-17,6004010255,1,1299.47,64
2020-03-17,6004010256,2,1270.29,64
2020-03-17,6004010256,2,1270.29,64
2020-03-17,6004010256,1,1386.32434782609,64
2020-03-17,6004010256,2,1480.31410102098,64
2020-03-17,6004010229,2,1249.0625,64
2020-03-17,6004020080,1,3962.67,64
2020-03-17,6004020080,1,3962.67,64
2020-03-17,6004020141,2,226.422222222222,64
2020-03-17,6004020141,2,226.422222222222,64
2020-03-17,6004020374,4,267.45025,64
2020-03-17,6004020375,1,317.438974358974,64
2020-03-17,6004020493,1,728.317647058824,64
2020-03-17,6004020493,1,728.317647058824,64
2020-03-17,6004020503,7,222.138651685393,64
2020-03-17,6004020504,1,3664.54,64
2020-03-17,6004020622,2,367.69125,64
2020-03-17,6004020637,1,593.36,64
2020-03-17,6004020637,1,593.36,64
2020-03-17,6004020656,2,72.3825806451613,64
2020-03-17,6004020656,2,72.3825806451613,64
2020-03-17,6004020714,1,552.482,64
2020-03-17,6004020887,1,2206.57791666667,64
2020-03-18,6004020418,1,917.380833333333,64
2020-03-18,6004100008,1,1755.555,64
2020-03-18,6004020857,1,2313.76619815688,64
2020-03-18,6004010289,11,1105.494,64
2020-03-18,6004010203,1,1020.077,64
2020-03-18,6004010229,1,1249.0625,64
2020-03-18,6004010289,6,1105.494,64
2020-03-18,6004020372,1,3315.97058823529,64
2020-03-18,6004020763,2,8499.96052631579,64
2020-03-18,6004020768,2,6313.16,64
2020-03-18,6004020849,1,2974.234,64
2020-03-18,6004020852,2,2258.89769627888,64
2020-03-18,6004020859,2,2790.92366666667,64
2020-03-18,6004020859,2,2790.92366666667,64
2020-03-18,6004020859,2,2790.92366666667,64
2020-03-18,6004020859,1,2785.9025,64
2020-03-18,6004020905,1,4420.740625,64
2020-03-18,6004020972,1,4735.26181818182,64
2020-03-18,6004100008,2,1755.555,64
2020-03-18,6004020504,6,3664.54,64
2020-03-18,6004020979,1,6218.89,64
2020-03-18,6004020418,1,917.41962962963,64
2020-03-18,6004020887,2,2206.57791666667,64
2020-03-19,6004020080,1,3962.67,64
2020-03-19,6004020141,2,226.422222222222,64
2020-03-19,6004020493,1,728.317647058824,64
2020-03-19,6004020637,1,593.36,64
2020-03-19,6004020656,2,72.3825806451613,64
2020-03-19,6004010280,19,1876.25181818182,64
2020-03-19,6004020418,1,917.41962962963,64
2020-03-19,6004020418,1,917.41962962963,64
2020-03-19,6004020887,1,2206.57791666667,64
2020-03-19,6004020887,1,2206.57791666667,64
2020-03-19,6004020418,1,917.41962962963,64
2020-03-19,6004020887,2,2206.57791666667,64
2020-03-19,6004010256,2,1480.31410102098,64
2020-03-19,6004010256,1,1480.31410102098,64
2020-03-20,6004020797,1,5399.865,64
2020-03-20,6004020887,1,2206.57791666667,64
2020-03-20,6004010256,2,1541.68333333333,64
2020-03-20,6004010256,1,1480.31410102098,64
2020-03-20,6004020418,1,917.41962962963,64
2020-03-20,6004020810,1,7449.30928571429,64
2020-03-20,6004020887,2,2206.57791666667,64
2020-03-20,6004020840,2,694.95,64
2020-03-20,6004020887,1,2206.57791666667,64
2020-03-20,6004020418,1,918.698571827642,64
2020-03-20,6004020763,4,8499.96052631579,64
2020-03-20,6004020768,2,6313.16,64
2020-03-20,6004020810,2,7384.19,64
2020-03-20,6004020810,1,7384.19,64
2020-03-20,6004020971,1,7831.55,64
2020-03-20,6004020972,2,4762.39272727273,64
2020-03-20,6004010254,2,1230.25376460164,64
2020-03-20,6004010257,1,1190.53,64
2020-03-21,6004020039,1,1877.80406227365,64
2020-03-21,6004020039,1,1877.80406227365,64
2020-03-21,6004020785,1,6848.746,64
2020-03-23,6004020374,2,267.45025,65
2020-03-23,6004020503,6,222.138651685393,65
2020-03-23,6004020504,1,3664.54,65
2020-03-23,6004020622,2,367.69125,65
2020-03-23,6004020656,2,72.3825806451613,65
2020-03-23,6004020714,1,552.482,65
2020-03-23,6004020375,1,317.438974358974,65
2020-03-23,6004020417,1,536.918708403437,65
2020-03-23,6004020417,1,536.918708403437,65
2020-03-23,6004020514,1,5178.30333333333,65
2020-03-23,6004020668,2,4102.07039357592,65
2020-03-23,6004020819,4,3257.20217364725,65
2020-03-23,6004020819,1,3257.20217364725,65
2020-03-23,6004020819,6,3257.20217364725,65
2020-03-23,6004020819,14,3257.20217364725,65
2020-03-23,6004020820,4,3343.04422988498,65
2020-03-23,6004020822,2,3375.5925,65
2020-03-23,6004020922,1,2331.275,65
2020-03-23,6004010174,8,1405.68333351788,65
2020-03-23,6004020502,1,289.132941176471,65
2020-03-23,6004020622,2,367.69125,65
2020-03-23,6004020374,2,267.45025,65
2020-03-23,6004020375,1,317.438974358974,65
2020-03-23,6004020375,1,317.438974358974,65
2020-03-23,6004020503,1,222.138651685393,65
2020-03-23,6004020503,4,222.138651685393,65
2020-03-23,6004020504,1,3664.54,65
2020-03-23,6004020504,1,3664.54,65
2020-03-23,6004020622,3,367.69125,65
2020-03-23,6004020797,1,5399.86444444444,65
2020-03-23,6004020797,3,5399.86444444444,65
2020-03-23,6004020374,2,267.45025,65
2020-03-23,6004020375,1,317.438974358974,65
2020-03-23,6004020503,5,222.138651685393,65
2020-03-23,6004020504,1,3664.54,65
2020-03-23,6004020622,2,367.69125,65
2020-03-23,6004020622,2,367.69125,65
2020-03-23,6004020714,2,552.482,65
2020-03-24,6004020141,2,226.422222222222,65
2020-03-24,6004020372,2,3315.97,65
2020-03-24,6004020373,6,526.56184000912,65
2020-03-24,6004020417,1,536.918708403437,65
2020-03-24,6004020656,2,72.3825806451613,65
2020-03-24,6004020811,4,7119.98860273288,65
2020-03-24,6004020811,2,7119.98860273288,65
2020-03-24,6004020849,1,2974.234,65
2020-03-24,6004020857,1,2317.49333333333,65
2020-03-24,6004020857,1,2317.49333333333,65
2020-03-24,6004020867,1,2257.46,65
2020-03-24,6004020887,1,2206.57791666667,65
2020-03-24,6004020918,2,2261.60730769231,65
2020-03-24,6004020919,1,2266.09264705882,65
2020-03-24,6004020920,1,2276.49909090909,65
2020-03-24,6004100008,2,1755.555,65
2020-03-24,6004010256,1,1270.29,65
2020-03-24,6004010256,1,1270.29,65
2020-03-24,6004010256,1,1480.31410102098,65
2020-03-24,6004010256,1,1541.68333333333,65
2020-03-24,6004010256,3,1541.68333333333,65
2020-03-24,6004010174,4,154.263888888889,65
2020-03-24,6004020418,1,917.41962962963,65
2020-03-24,6004020418,1,917.41962962963,65
2020-03-25,6004010256,1,1480.31410102098,65
2020-03-25,6004010256,1,1270.29,65
2020-03-25,6004010257,1,1312.75010014989,65
2020-03-25,6004020418,2,917.41962962963,65
2020-03-25,6004020418,1,918.698571827642,65
2020-03-25,6004020857,2,2317.49333333333,65
2020-03-25,6004020887,4,2206.57791666667,65
2020-03-25,6004020918,7,2261.60730769231,65
2020-03-25,6004020919,1,2266.09264705882,65
2020-03-25,6004100008,3,1755.555,65
2020-03-25,6004100008,1,1755.555,65
2020-03-25,6004020887,1,2206.57791666667,65
2020-03-25,6004020417,1,534.944285714286,65
2020-03-25,6004010257,1,1329.46334827219,65
2020-03-25,6004020810,1,7442.59125159448,65
2020-03-25,6004020810,1,7442.59125159448,65
2020-03-25,6004020418,1,917.41962962963,65
2020-03-25,6004020887,1,2213.35766666667,65
2020-03-25,6004020887,1,2213.35766666667,65
2020-03-26,6004020859,1,2790.92366666667,65
2020-03-26,6004020979,1,6218.89,65
2020-03-26,6004010215,11,675.645384615385,65
2020-03-26,6004010239,1,1238.0515,65
2020-03-26,6004020372,1,3315.97058823529,65
2020-03-26,6004020374,2,267.45025,65
2020-03-26,6004020503,2,222.138651685393,65
